loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy,pd_raw,pd_calibrated,stage,ecl_horizon_m,pd_lifetime,pd_for_ecl,ecl
UKSME-104138,2023-07-15,Healthcare,South East,4.8,3273795.0,22,0.1066,6.29,2.27,173734.0,48,0,0.0,611,0,1,0.726,148199.0,5.25,4.3,0.6,0.21887321289541137,0.22143135871686218,Stage 3,48,0.632558986817678,0.632558986817678,78029.1692418452
UKSME-104139,2023-05-04,Retail,North West,7.1,3443271.0,24,0.0893,3.91,3.66,23919.0,84,1,0.776,674,0,0,0.114,19584.0,5.25,4.3,0.6,0.17217779852750434,0.17419017779504042,Stage 2,60,0.6159389893670688,0.6159389893670688,1576.587238776011
UKSME-104140,2023-06-14,Retail,South East,6.6,548662.0,4,0.0873,5.76,2.48,110470.0,72,0,0.0,743,0,1,0.586,105927.0,5.25,4.3,0.6,0.21320465874895372,0.21569655165662127,Stage 3,60,0.7032295724512807,0.7032295724512807,49680.169199142336
UKSME-104141,2022-03-08,Manufacturing,Wales,14.6,101751.0,1,-0.0083,29.23,-0.41,68904.0,60,1,0.543,636,0,0,0.255,64849.0,5.25,4.3,0.6,0.2371374824680185,0.23990909737630242,Stage 2,60,0.7462957906552813,0.7462957906552813,13741.652968507435
UKSME-104142,2022-05-31,Manufacturing,London,2.6,380078.0,3,-0.0216,196.65,-0.6,1034349.0,36,0,0.0,678,0,1,0.724,994451.0,5.25,4.3,0.6,0.3758844328144094,0.38027769400170724,Stage 3,36,0.7619920933122198,0.7619920933122198,606338.5920197091
UKSME-104143,2022-07-06,Hospitality,West Midlands,3.3,757684.0,4,0.0089,28.84,0.5,84461.0,48,0,0.0,659,0,1,0.854,74921.0,5.25,4.3,0.6,0.29339946585689397,0.2968286594419325,Stage 3,48,0.7555192625871887,0.7555192625871887,53124.18625871842
UKSME-104144,2023-07-25,Hospitality,London,1.4,4305043.0,33,0.111,5.09,2.8,104727.0,48,1,0.882,696,0,0,0.253,93714.0,5.25,4.3,0.6,0.19405682948457012,0.19632492643852292,Stage 2,48,0.5828214266517708,0.5828214266517708,15842.895776403708
UKSME-104145,2023-11-19,Manufacturing,South East,8.0,6032189.0,67,0.0451,2.2,6.5,89568.0,36,1,0.889,857,0,0,0.209,82096.0,5.25,4.3,0.6,0.0866555198739578,0.08766833205475738,Stage 1,12,0.08766833205475733,0.08766833205475738,1724.5869140115046
UKSME-104146,2023-01-18,Professional Services,East of England,8.4,2887608.0,36,0.0205,27.31,0.52,13401.0,24,1,0.849,730,0,0,0.26,12621.0,5.25,4.3,0.6,0.19108316455899388,0.19331650591904312,Stage 2,24,0.3492617403773388,0.3492617403773388,1313.9903856583906
UKSME-104147,2023-08-09,Manufacturing,Wales,12.9,8352532.0,51,0.0292,10.89,1.31,52021.0,120,1,0.705,661,0,1,0.227,43784.0,5.25,4.3,0.6,0.1948871615605724,0.1971649632678047,Stage 3,60,0.6664725470224436,0.6664725470224436,7594.472542782676
UKSME-104148,2023-04-16,Real Estate,Scotland,23.1,384559.0,3,0.0519,8.38,1.7,212746.0,24,0,0.0,829,0,1,0.647,201743.0,5.25,4.3,0.6,0.17188838247547572,0.1738973791067615,Stage 3,24,0.3175544597533223,0.3175544597533223,47522.03510399804
UKSME-104149,2022-10-12,Hospitality,South East,17.8,1638734.0,11,0.1538,3.02,4.74,28041.0,36,0,0.0,590,15,0,0.482,21350.0,5.25,4.3,0.6,0.22376993576887358,0.22638531349637556,Stage 2,36,0.5370073275224794,0.5370073275224794,6335.766866567241
UKSME-104150,2021-05-18,Wholesale,Wales,6.2,1009401.0,11,0.0401,7.37,1.94,182125.0,12,0,0.0,776,0,0,0.717,156801.0,5.25,4.3,0.6,0.20684682829211934,0.20926441216396888,Stage 2,12,0.20926441216396885,0.20926441216396885,26973.50731459409
UKSME-104151,2022-07-14,Professional Services,London,7.7,6743368.0,45,0.1538,2.0,7.14,122801.0,36,1,0.689,717,0,0,0.17,94051.0,5.25,4.3,0.6,0.09897602522403855,0.10013283697821,Stage 1,12,0.10013283697820996,0.10013283697821,1835.5360514965273
UKSME-104152,2022-07-15,Professional Services,North West,4.4,2466658.0,19,0.1106,2.99,4.78,111368.0,48,1,0.598,735,0,0,0.163,83553.0,5.25,4.3,0.6,0.12973342671326324,0.13124972475201693,Stage 1,12,0.1312497247520169,0.13124972475201693,2049.378203017995
UKSME-104153,2021-03-24,Professional Services,Scotland,12.1,244716.0,2,0.1148,5.34,2.67,59604.0,72,0,0.0,711,0,0,0.645,52505.0,5.25,4.3,0.6,0.1822080110526147,0.18433762141444476,Stage 2,60,0.638962629584838,0.638962629584838,24809.036339170743
UKSME-104154,2024-02-11,Manufacturing,London,24.2,56044.0,1,0.1429,3.04,4.7,248227.0,36,0,0.0,664,0,0,0.615,186802.0,5.25,4.3,0.6,0.14957367631472626,0.15132186317597726,Stage 2,36,0.38873568507189893,0.38873568507189893,51201.78554601027
UKSME-104155,2023-07-30,Real Estate,North West,9.0,2230986.0,12,0.1028,2.34,6.1,226789.0,60,1,0.62,729,0,0,0.254,219351.0,5.25,4.3,0.6,0.1188627577840095,0.1202520016440911,Stage 1,12,0.12025200164409111,0.1202520016440911,7681.388103203677
UKSME-104156,2022-09-16,Hospitality,North East,17.8,1650214.0,15,-0.039,800.73,-1.15,6211.0,36,0,0.0,710,0,0,0.503,4663.0,5.25,4.3,0.6,0.44128745333035785,0.4464451317865843,Stage 2,36,0.8303780609779184,0.8303780609779184,2089.3944154959736
UKSME-104157,2023-10-30,Technology,Yorkshire,18.2,7432818.0,47,0.1582,0.3,47.27,39275.0,48,1,0.609,630,0,0,0.346,35108.0,5.25,4.3,0.6,0.0007841937801019209,0.001,Stage 1,12,0.0010000000000000009,0.001,13.926957412
UKSME-104158,2022-09-08,Real Estate,London,10.2,328053.0,2,0.0971,4.09,3.49,84875.0,60,1,0.263,755,0,0,0.197,73076.0,5.25,4.3,0.6,0.14951977367326233,0.15126733053134758,Stage 2,60,0.5595926108609286,0.5595926108609286,9236.065912514186
UKSME-104159,2021-02-24,Transport,Scotland,7.3,239610.0,1,0.1728,0.82,17.35,189330.0,72,1,0.915,796,0,0,0.152,157182.0,5.25,4.3,0.6,0.030673118132921593,0.031031619330690804,Stage 1,12,0.031031619330690763,0.031031619330690804,850.0116862099983
UKSME-104160,2021-06-07,Manufacturing,South East,19.4,539617.0,4,0.211,1.39,10.28,35076.0,120,1,0.756,696,5,0,0.165,31562.0,5.25,4.3,0.6,0.07025360002403716,0.07107470988469995,Stage 1,12,0.0710747098847,0.07107470988469995,424.3631010978483
UKSME-104161,2022-11-10,Real Estate,London,8.6,2465046.0,18,0.0378,7.14,2.0,65612.0,60,1,0.685,723,0,1,0.399,51372.0,5.25,4.3,0.6,0.1779737520591744,0.18005387325872776,Stage 3,60,0.6293819271613081,0.6293819271613081,14790.664859385966
UKSME-104162,2023-06-13,Construction,West Midlands,14.9,106394.0,1,0.1339,2.25,6.34,54661.0,60,0,0.0,751,0,0,0.926,44231.0,5.25,4.3,0.6,0.12334285196785465,0.12478445826217158,Stage 1,12,0.12478445826217155,0.12478445826217158,5637.173792374702
UKSME-104163,2023-05-22,Hospitality,North West,6.3,1381499.0,9,0.0322,19.7,0.73,31672.0,72,1,0.765,786,0,1,0.414,30222.0,5.25,4.3,0.6,0.20733930287028943,0.20976264268535216,Stage 3,60,0.6918318279142053,0.6918318279142053,9912.413293730902
UKSME-104164,2023-09-17,Real Estate,North West,13.8,705281.0,3,0.0781,7.49,1.91,196765.0,48,1,0.689,692,0,0,0.228,182539.0,5.25,4.3,0.6,0.18424846479649304,0.18640192356877827,Stage 2,48,0.5618330137325466,0.5618330137325466,26808.457612332786
UKSME-104165,2021-08-03,Professional Services,East of England,6.6,546572.0,3,0.009,33.84,0.42,110594.0,60,0,0.0,761,15,0,0.95,86805.0,5.25,4.3,0.6,0.27326261484903913,0.2764564529943622,Stage 2,60,0.8016996992436598,0.8016996992436598,68739.91329188435
UKSME-104166,2021-10-29,Construction,South West,10.5,185029.0,1,0.153,1.26,11.35,56406.0,60,1,0.772,505,0,0,0.101,50387.0,5.25,4.3,0.6,0.08622372870600961,0.08723149419901485,Stage 1,12,0.08723149419901488,0.08723149419901485,508.9642122656835
UKSME-104167,2021-11-16,Retail,London,19.5,1216497.0,8,0.1839,1.8,7.93,55647.0,60,0,0.0,646,0,0,0.689,51121.0,5.25,4.3,0.6,0.12168310901284553,0.12310531656736752,Stage 1,12,0.12310531656736756,0.12310531656736752,4971.293805796286
UKSME-104168,2022-09-07,Manufacturing,South East,15.9,969740.0,12,0.1207,2.4,5.96,92158.0,48,1,0.709,717,0,0,0.259,90343.0,5.25,4.3,0.6,0.10637965616040677,0.10762300005477432,Stage 1,12,0.10762300005477432,0.10762300005477432,2887.1771054674896
UKSME-104169,2023-03-22,Retail,East Midlands,2.0,2672432.0,23,0.0845,3.75,3.81,94600.0,48,0,0.0,584,0,0,0.541,82431.0,5.25,4.3,0.6,0.23182501999686048,0.23453454391880385,Stage 2,48,0.6566774049371764,0.6566774049371764,33574.84109568354
UKSME-104170,2021-11-05,Construction,West Midlands,4.1,2635244.0,15,0.1848,2.72,5.26,193412.0,12,1,0.482,809,0,0,0.313,177783.0,5.25,4.3,0.6,0.12327703454043978,0.1247178715739838,Stage 1,12,0.12471787157398384,0.1247178715739838,7956.779402595309
UKSME-104171,2024-02-27,Manufacturing,Wales,22.7,292745.0,1,0.0282,21.97,0.65,30707.0,72,1,0.825,562,0,0,0.153,25750.0,5.25,4.3,0.6,0.2139649589818346,0.21646573812477077,Stage 2,60,0.7046819726186407,0.7046819726186407,3157.2416753556818
UKSME-104172,2022-04-24,Healthcare,North West,6.1,2360737.0,15,0.1241,1.21,11.83,31336.0,72,1,0.544,678,0,0,0.184,28348.0,5.25,4.3,0.6,0.05825629986958422,0.058937187713798286,Stage 1,12,0.0589371877137983,0.058937187713798286,352.4550317710874
UKSME-104173,2024-04-11,Professional Services,London,5.2,1177871.0,9,0.0557,8.4,1.7,21664.0,24,0,0.0,620,0,1,0.805,17856.0,5.25,4.3,0.6,0.23125925413389145,0.233962165498916,Stage 3,24,0.41318603611288984,0.41318603611288984,6809.2574166821105
UKSME-104174,2021-04-21,Technology,North East,10.0,453215.0,4,0.197,1.99,7.17,90497.0,120,0,0.0,658,0,0,0.9,78648.0,5.25,4.3,0.6,0.12648187625535132,0.12796017083033204,Stage 1,12,0.12796017083033207,0.12796017083033204,10092.493378283027
UKSME-104175,2021-11-30,Real Estate,East Midlands,14.7,5160153.0,32,-0.0172,2454.18,-0.52,166485.0,60,0,0.0,822,0,1,0.548,150543.0,5.25,4.3,0.6,0.720317936299747,0.7287368665767097,Stage 3,60,0.9985312297394443,0.9985312297394443,83360.0735533614
UKSME-104176,2022-07-29,Wholesale,London,4.4,217257.0,1,0.1743,2.64,5.42,242737.0,24,1,0.233,845,0,0,0.352,235937.0,5.25,4.3,0.6,0.11970990172692147,0.121109046833981,Stage 1,12,0.12110904683398105,0.121109046833981,11531.594480440066
UKSME-104177,2024-01-31,Hospitality,East Midlands,3.3,3706095.0,28,0.2118,2.86,4.99,41375.0,84,1,0.442,641,0,0,0.258,39078.0,5.25,4.3,0.6,0.16832367983338953,0.17029101294154275,Stage 2,60,0.6067860009114798,0.6067860009114798,7013.933537092413
UKSME-104178,2021-09-15,Manufacturing,East Midlands,14.1,1255872.0,12,0.1599,1.78,8.02,81442.0,60,0,0.0,768,0,0,0.883,78663.0,5.25,4.3,0.6,0.09515516713352086,0.09626732147151373,Stage 1,12,0.09626732147151373,0.09626732147151373,7502.663130099623
UKSME-104179,2023-02-04,Healthcare,London,9.9,1553056.0,20,0.0977,6.65,2.15,27064.0,48,0,0.0,589,0,0,0.716,23734.0,5.25,4.3,0.6,0.21197188279384194,0.2144493672656089,Stage 2,48,0.6192001829452503,0.6192001829452503,12063.937967303475
UKSME-104180,2022-12-22,Wholesale,North West,4.6,876678.0,5,0.1851,2.1,6.79,27054.0,84,0,0.0,567,0,0,0.799,23942.0,5.25,4.3,0.6,0.16330467328396925,0.16521334525921183,Stage 2,60,0.59460583992617,0.59460583992617,13040.986194709869
UKSME-104181,2023-07-23,Healthcare,Yorkshire,15.9,3595488.0,29,0.0603,5.79,2.47,160780.0,36,0,0.0,689,0,0,0.726,133684.0,5.25,4.3,0.6,0.17810640154286456,0.18018807312274052,Stage 2,36,0.44901129409595586,0.44901129409595586,49962.869898493096
UKSME-104182,2023-08-10,Hospitality,Yorkshire,8.0,430608.0,3,0.1422,1.67,8.58,94491.0,60,0,0.0,612,0,0,0.557,82158.0,5.25,4.3,0.6,0.13375615984527106,0.1353194747748371,Stage 1,12,0.13531947477483708,0.1353194747748371,7099.690491889416
UKSME-104183,2021-02-19,Real Estate,North West,2.5,795742.0,9,0.0708,8.48,1.68,102776.0,48,1,0.99,756,0,1,0.311,93829.0,5.25,4.3,0.6,0.18203087808174556,0.1841584181492565,Stage 3,48,0.5569799857296289,0.5569799857296289,18634.21601020302
UKSME-104184,2024-04-21,Professional Services,London,6.2,8408343.0,110,0.1482,2.68,5.34,54489.0,72,0,0.0,737,0,0,0.727,46853.0,5.25,4.3,0.6,0.13949592587688495,0.14112632603033765,Stage 1,12,0.1411263260303377,0.14112632603033765,5511.298193596402
UKSME-104185,2021-11-25,Technology,London,6.9,9366278.0,53,0.047,7.55,1.89,45640.0,84,1,0.691,622,0,0,0.205,40356.0,5.25,4.3,0.6,0.19710682090074555,0.1994105655371787,Stage 2,60,0.6711110580521216,0.6711110580521216,6365.469305936991
UKSME-104186,2022-08-22,Healthcare,Yorkshire,9.2,1059400.0,6,0.1058,0.79,18.01,47540.0,12,1,0.876,638,0,0,0.277,44364.0,5.25,4.3,0.6,0.027631880915538705,0.027954836748131564,Stage 1,12,0.027954836748131595,0.027954836748131564,393.8596450187679
UKSME-104187,2022-12-03,Technology,West Midlands,2.9,627038.0,5,-0.0081,317.05,-0.23,106647.0,72,1,0.622,624,5,0,0.268,93705.0,5.25,4.3,0.6,0.3235470778102171,0.3273286305831383,Stage 2,60,0.8622743860426224,0.8622743860426224,22940.877260740242
UKSME-104188,2021-08-07,Professional Services,London,7.9,253046.0,2,0.122,3.04,4.7,23818.0,60,1,0.892,623,0,0,0.293,20570.0,5.25,4.3,0.6,0.1416026645341371,0.14325768782269915,Stage 1,12,0.1432576878226992,0.14325768782269915,989.9058903371339
UKSME-104189,2021-04-14,Real Estate,East of England,7.6,4314645.0,44,0.0588,5.24,2.73,21538.0,48,1,0.378,585,0,0,0.254,21457.0,5.25,4.3,0.6,0.1992417192466451,0.20157041614293014,Stage 2,48,0.5936067544137962,0.5936067544137962,3709.1603689192516
UKSME-104190,2021-12-24,Construction,London,11.6,1197555.0,15,0.0417,8.25,1.73,48452.0,60,1,0.519,649,0,1,0.307,37259.0,5.25,4.3,0.6,0.2018491262848437,0.20420829802696006,Stage 3,60,0.6808483960510958,0.6808483960510958,8928.81958734614
UKSME-104191,2022-03-03,Technology,South West,5.9,646646.0,4,0.0439,2.55,5.6,12772.0,84,1,0.574,490,15,0,0.192,12362.0,5.25,4.3,0.6,0.19440404598046584,0.19667620113056045,Stage 2,60,0.6654560605066571,0.6654560605066571,1810.8538954772825
UKSME-104192,2022-02-20,Real Estate,East of England,5.0,1592615.0,12,0.1334,1.5,9.55,11734.0,48,1,0.895,763,65,0,0.468,9393.0,5.25,4.3,0.6,0.17941548911865052,0.18151246104920718,Stage 2,48,0.5512047129930467,0.5512047129930467,2778.0314416794754
UKSME-104193,2024-03-01,Wholesale,South West,12.2,303972.0,2,0.1555,0.06,47.28,286959.0,84,1,0.604,702,0,0,0.368,255464.0,5.25,4.3,0.6,0.0008831383524981454,0.001,Stage 1,12,0.0010000000000000009,0.001,107.783327168
UKSME-104194,2022-01-18,Construction,East Midlands,8.7,995299.0,7,-0.0586,9.95,-58.36,33107.0,48,1,0.48,656,0,0,0.29,29630.0,5.25,4.3,0.6,0.9976982830788623,0.999,Stage 2,48,0.999999999999,0.999999999999,8691.516049993887
UKSME-104195,2022-06-09,Hospitality,South West,3.8,3667051.0,30,0.0269,8.86,1.61,35773.0,84,0,0.0,656,5,0,0.862,31218.0,5.25,4.3,0.6,0.27733271415373895,0.28057412279611593,Stage 2,60,0.807278452159285,0.807278452159285,23260.980381717953
UKSME-104196,2022-06-14,Manufacturing,South East,5.7,2892524.0,24,0.159,1.77,8.09,268483.0,36,1,0.912,655,65,1,0.261,217846.0,5.25,4.3,0.6,0.23872274578857244,0.2415128889337554,Stage 3,36,0.5636403188680904,0.5636403188680904,36742.2889579131
UKSME-104197,2021-05-06,Real Estate,South East,12.1,449790.0,4,0.1461,2.5,5.72,89129.0,36,0,0.0,802,5,0,0.62,87346.0,5.25,4.3,0.6,0.13211117353494733,0.1336552621973954,Stage 1,12,0.13365526219739543,0.1336552621973954,8298.408927245999
UKSME-104198,2022-02-07,Real Estate,London,12.0,7992020.0,69,0.1292,3.7,3.86,450921.0,36,1,0.717,690,0,0,0.377,338673.0,5.25,4.3,0.6,0.16150743768301945,0.16339510393224416,Stage 2,36,0.41445374777683197,0.41445374777683197,60669.72902999039
UKSME-104199,2021-02-06,Construction,North West,9.6,205298.0,1,0.0398,9.64,1.48,31712.0,48,1,0.488,518,0,1,0.313,31512.0,5.25,4.3,0.6,0.2442505057401549,0.24710525622506233,Stage 3,48,0.6786805160870604,0.6786805160870604,7674.670624382288
UKSME-104200,2022-04-30,Real Estate,East Midlands,3.5,495561.0,6,0.0782,4.28,3.34,20852.0,36,1,0.665,656,5,0,0.192,16650.0,5.25,4.3,0.6,0.18411411827653523,0.18626600683388136,Stage 2,36,0.4611754484160997,0.4611754484160997,1690.2685246638378
UKSME-104201,2023-10-07,Retail,East Midlands,3.5,331274.0,4,0.1151,3.89,3.67,68534.0,84,0,0.0,722,5,0,0.7,63624.0,5.25,4.3,0.6,0.21031537366631678,0.21277349719461006,Stage 2,60,0.6976579640610745,0.6976579640610745,35468.37896161533
UKSME-104202,2021-02-08,Professional Services,East Midlands,4.3,276558.0,2,0.0653,0.85,16.72,473263.0,36,0,0.0,694,0,0,0.742,394346.0,5.25,4.3,0.6,0.04569633124991587,0.046230420722520565,Stage 1,12,0.04623042072252059,0.046230420722520565,15508.98050609427
UKSME-104203,2023-07-09,Transport,Scotland,7.3,801154.0,8,0.0203,10.36,1.38,52640.0,60,0,0.0,859,0,1,0.568,44424.0,5.25,4.3,0.6,0.19803796440342336,0.20035259205669095,Stage 3,60,0.6730414722882518,0.6730414722882518,19470.714160776944
UKSME-104204,2023-06-20,Construction,Yorkshire,9.3,3002148.0,19,0.0482,0.21,68.84,138254.0,36,1,0.64,776,0,0,0.193,115262.0,5.25,4.3,0.6,5.2786521674810506e-05,0.001,Stage 1,12,0.0010000000000000009,0.001,25.504541419
UKSME-104205,2022-11-05,Healthcare,South East,6.5,2230738.0,16,0.0037,145.94,0.1,9115.0,24,0,0.0,727,0,1,0.612,7683.0,5.25,4.3,0.6,0.2444177855255217,0.24727449114271002,Stage 3,24,0.4334043083155339,0.4334043083155339,2336.4125940604795
UKSME-104206,2021-11-06,Manufacturing,South East,7.3,549689.0,4,0.0038,43.46,0.33,29084.0,120,0,0.0,690,0,1,0.53,26373.0,5.25,4.3,0.6,0.25435425036234877,0.25732709136982107,Stage 3,60,0.7740627129621656,0.7740627129621656,11891.458549027851
UKSME-104207,2023-10-23,Transport,South East,8.0,1012457.0,12,0.1245,1.65,8.66,64194.0,48,0,0.0,589,0,1,0.652,60731.0,5.25,4.3,0.6,0.12992973029973393,0.13144832269508255,Stage 3,48,0.4309077737106901,0.4309077737106901,19562.142404184975
UKSME-104208,2022-02-11,Real Estate,South East,3.6,946584.0,5,0.0623,3.11,4.59,175302.0,60,1,0.755,628,0,0,0.213,137327.0,5.25,4.3,0.6,0.16289267579413208,0.16479653242608466,Stage 2,60,0.5935927528685808,0.5935927528685808,19906.650207255316
UKSME-104209,2021-04-30,Hospitality,West Midlands,4.7,2551864.0,27,0.07,7.55,1.89,8129.0,48,0,0.0,603,0,0,0.546,7795.0,5.25,4.3,0.6,0.2652543284624889,0.2683545673770714,Stage 2,48,0.7134485151377091,0.7134485151377091,3437.28137372646
UKSME-104210,2022-09-07,Healthcare,Yorkshire,17.5,3248198.0,18,0.1401,3.97,3.6,45997.0,48,0,0.0,820,0,0,0.67,45836.0,5.25,4.3,0.6,0.12849557573530127,0.12999740602231427,Stage 1,12,0.12999740602231424,0.12999740602231427,4577.098503643874
UKSME-104211,2021-09-13,Wholesale,South West,1.4,626161.0,4,0.1139,0.98,14.62,280138.0,48,1,0.617,604,15,0,0.249,259245.0,5.25,4.3,0.6,0.07449902819496738,0.07536975776099322,Stage 1,12,0.0753697577609932,0.07536975776099322,5578.030885382459
UKSME-104212,2022-01-23,Wholesale,East Midlands,44.1,2356415.0,28,0.1121,1.0,14.35,78399.0,48,0,0.0,703,0,0,0.83,66781.0,5.25,4.3,0.6,0.0411385385679629,0.041619357482009345,Stage 1,12,0.0416193574820094,0.041619357482009345,2644.846311193412
UKSME-104213,2023-08-21,Manufacturing,East of England,10.0,767009.0,6,0.118,5.29,2.7,122196.0,72,1,0.674,682,0,0,0.352,103587.0,5.25,4.3,0.6,0.16887885787019788,0.17085267978690027,Stage 2,60,0.60811512026982,0.60811512026982,25421.88677055331
UKSME-104214,2021-08-21,Construction,South East,14.4,1853645.0,13,0.1493,1.26,11.31,97564.0,48,1,0.734,685,0,0,0.383,95455.0,5.25,4.3,0.6,0.06557954773673196,0.06634602822009526,Stage 1,12,0.06634602822009528,0.06634602822009526,2780.906864409447
UKSME-104215,2023-02-24,Construction,South West,10.1,698677.0,6,0.1187,2.11,6.78,42761.0,48,1,0.407,646,0,0,0.188,41069.0,5.25,4.3,0.6,0.12112561210744534,0.12254130375095129,Stage 1,12,0.12254130375095129,0.12254130375095129,1084.7471884574122
UKSME-104216,2024-02-20,Retail,Scotland,6.0,2526410.0,16,0.0948,1.17,12.18,36241.0,48,0,0.0,691,5,0,0.55,36167.0,5.25,4.3,0.6,0.08505821082171276,0.08605235397753888,Stage 1,12,0.08605235397753885,0.08605235397753888,1962.5105032771844
UKSME-104217,2021-07-12,Hospitality,South East,7.5,706699.0,7,0.1336,0.75,19.17,202857.0,60,1,0.643,737,0,0,0.266,189716.0,5.25,4.3,0.6,0.028744416930553546,0.029080375858958698,Stage 1,12,0.02908037585895873,0.029080375858958698,1682.517811479573
UKSME-104218,2023-07-22,Construction,West Midlands,6.0,836907.0,7,0.0945,7.46,1.91,62663.0,12,1,0.498,654,35,1,0.231,52168.0,5.25,4.3,0.6,0.30644507517971836,0.31002674320663115,Stage 3,12,0.31002674320663115,0.31002674320663115,4283.40741618531
UKSME-104219,2021-07-22,Real Estate,South East,5.1,239252.0,2,0.2476,2.2,6.49,127776.0,72,0,0.0,840,15,0,0.712,123082.0,5.25,4.3,0.6,0.1429563677708383,0.14462721286889746,Stage 1,12,0.14462721286889746,0.14462721286889746,14531.104107330197
UKSME-104220,2022-10-28,Professional Services,East of England,5.8,500588.0,4,0.0779,4.12,3.47,561443.0,84,1,0.79,645,0,0,0.208,468507.0,5.25,4.3,0.6,0.1833364313168829,0.18547923042641623,Stage 2,60,0.6414821241945027,0.6414821241945027,71670.10434782285
UKSME-104221,2023-08-17,Retail,Scotland,6.4,1417462.0,10,0.0823,2.49,5.74,45199.0,24,1,0.6,738,0,0,0.186,35057.0,5.25,4.3,0.6,0.1280335072844108,0.1295299370088733,Stage 1,12,0.12952993700887327,0.1295299370088733,968.3489951858035
UKSME-104222,2022-07-11,Healthcare,South West,6.3,1501886.0,10,0.1219,4.41,3.24,49955.0,60,0,0.0,651,5,0,0.713,47671.0,5.25,4.3,0.6,0.19432331729368119,0.1965945289032208,Stage 2,60,0.6652859640585171,0.6652859640585171,25925.44455443068
UKSME-104223,2024-03-25,Technology,Yorkshire,1.0,2868099.0,19,-0.0003,1765.52,-0.01,41956.0,60,1,0.892,781,0,1,0.333,37885.0,5.25,4.3,0.6,0.5412074239057783,0.5475329467584277,Stage 3,60,0.9810357878125493,0.9810357878125493,12590.561433515088
UKSME-104224,2022-04-21,Transport,London,12.3,900047.0,6,0.1188,0.08,106.91,17831.0,60,1,0.383,703,0,0,0.327,16260.0,5.25,4.3,0.6,5.338915341636697e-07,0.001,Stage 1,12,0.0010000000000000009,0.001,6.095963429999999
UKSME-104225,2021-12-29,Real Estate,South West,7.1,889908.0,6,0.0954,5.08,2.81,219738.0,36,0,0.0,576,0,0,0.301,182289.0,5.25,4.3,0.6,0.23710086923419574,0.23987205621441177,Stage 2,36,0.5608022616835223,0.5608022616835223,35278.55381066534
UKSME-104226,2023-03-01,Retail,South East,17.8,4314984.0,42,0.0785,6.87,2.08,210400.0,48,0,0.0,657,0,1,0.757,158671.0,5.25,4.3,0.6,0.22978438751674493,0.23247006093920017,Stage 3,48,0.6529585892898495,0.6529585892898495,89919.34537837408
UKSME-104227,2022-06-07,Technology,East Midlands,10.3,749238.0,10,0.0999,1.73,8.28,203238.0,60,1,0.532,535,35,0,0.323,181172.0,5.25,4.3,0.6,0.18199344186650251,0.18412054438710523,Stage 2,60,0.6384819488032885,0.6384819488032885,42836.72728157341
UKSME-104228,2024-05-10,Retail,East of England,12.3,2619256.0,20,0.0843,2.84,5.04,154352.0,24,1,0.809,705,0,0,0.367,145209.0,5.25,4.3,0.6,0.1388827548106735,0.14050598834478475,Stage 1,12,0.14050598834478478,0.14050598834478475,8584.766598778418
UKSME-104229,2022-07-23,Retail,West Midlands,10.6,224986.0,1,0.1112,5.63,2.54,78125.0,24,0,0.0,587,5,1,0.762,75957.0,5.25,4.3,0.6,0.2573359088477159,0.260343598876201,Stage 3,24,0.45290840827658985,0.45290840827658985,30054.341533588296
UKSME-104230,2022-08-11,Healthcare,Scotland,4.6,5694408.0,67,0.0496,9.96,1.43,181027.0,60,0,0.0,724,0,0,0.828,178087.0,5.25,4.3,0.6,0.2091875628856142,0.21163250478972478,Stage 2,60,0.6954605570707861,0.6954605570707861,117201.03401281702
UKSME-104231,2022-06-24,Real Estate,London,12.9,952060.0,13,0.0455,11.65,1.23,258030.0,60,0,0.0,773,0,1,0.617,245144.0,5.25,4.3,0.6,0.21341445242717674,0.2159087973609018,Stage 3,60,0.703630910520132,0.703630910520132,121098.88150360057
UKSME-104232,2021-04-26,Professional Services,East Midlands,7.3,395169.0,3,0.1799,1.72,8.28,73796.0,36,0,0.0,803,0,0,0.581,63382.0,5.25,4.3,0.6,0.09097025640463291,0.0920334983528791,Stage 1,12,0.0920334983528791,0.0920334983528791,3885.635525900992
UKSME-104233,2021-01-28,Transport,Scotland,9.2,300786.0,3,0.0353,5.59,2.55,68363.0,72,0,0.0,772,0,0,0.629,56639.0,5.25,4.3,0.6,0.1940194627402021,0.1962871229592082,Stage 2,60,0.6646451179495894,0.6646451179495894,27147.516174402317
UKSME-104234,2024-06-24,Hospitality,Yorkshire,4.9,2343936.0,21,0.126,2.78,5.14,37469.0,36,1,0.637,577,0,0,0.373,31059.0,5.25,4.3,0.6,0.1725160501180642,0.17453238280174263,Stage 2,36,0.43752901783309217,0.43752901783309217,5811.352525874374
UKSME-104235,2023-04-19,Retail,London,10.5,91321.0,1,0.0412,10.85,1.32,169160.0,48,0,0.0,609,0,1,0.318,149276.0,5.25,4.3,0.6,0.2726375240077225,0.27582405621778483,Stage 3,48,0.724972338578069,0.724972338578069,38726.68259336813
