loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy
UKSME-104124,2023-10-01,Retail,East of England,7.1,444761.0,4,-0.0228,142.72,-1.02,32724.0,48,0,,789,35,1,0.734,29528.0,5.25,4.3,0.6
UKSME-104125,2021-05-21,Hospitality,London,10.0,5211891.0,52,0.2134,0.88,16.22,22346.0,48,0,,668,0,0,0.677,18931.0,5.25,4.3,0.6
UKSME-104126,2021-12-15,Manufacturing,South West,4.1,229545.0,2,0.0568,10.93,1.31,58313.0,12,1,0.909,515,0,0,0.266,53000.0,5.25,4.3,0.6
UKSME-104127,2023-12-29,Professional Services,East Midlands,11.8,1308810.0,14,0.1138,2.66,5.36,34687.0,24,0,,588,0,0,0.714,29006.0,5.25,4.3,0.6
UKSME-104128,2023-12-22,Healthcare,North West,7.3,711788.0,5,0.0884,3.72,3.84,18832.0,84,0,,613,0,0,0.635,16863.0,5.25,4.3,0.6
UKSME-104129,2023-09-04,Technology,London,12.9,663173.0,3,-0.0552,258.05,-2.03,39066.0,36,1,0.79,837,0,0,0.328,30418.0,5.25,4.3,0.6
UKSME-104130,2023-02-11,Construction,Yorkshire,13.7,2065479.0,22,0.16,2.65,5.4,8203.0,120,1,0.982,669,0,1,0.363,8101.0,5.25,4.3,0.6
UKSME-104131,2022-11-30,Technology,South East,5.9,160728.0,2,0.1036,6.55,2.18,84142.0,72,1,0.651,699,0,0,0.234,64314.0,5.25,4.3,0.6
UKSME-104132,2022-03-03,Construction,London,7.9,811619.0,6,0.0406,10.93,1.31,48175.0,120,0,,724,35,1,0.574,36305.0,5.25,4.3,0.6
UKSME-104133,2023-12-30,Transport,North West,4.3,6552036.0,43,0.2085,0.79,18.04,48513.0,60,0,,681,0,0,0.728,43697.0,5.25,4.3,0.6
UKSME-104134,2022-04-08,Hospitality,West Midlands,15.1,60371.0,1,0.1589,3.46,4.13,75878.0,48,1,0.688,617,0,0,0.168,68437.0,5.25,4.3,0.6
UKSME-104135,2023-05-01,Real Estate,Scotland,6.3,1303094.0,15,-0.0118,699.03,-0.31,29152.0,72,0,,693,0,1,0.95,28613.0,5.25,4.3,0.6
UKSME-104136,2021-10-12,Transport,London,11.7,120453.0,1,0.1241,2.9,4.93,216956.0,60,1,0.294,661,0,0,0.222,164465.0,5.25,4.3,0.6
UKSME-104137,2022-02-17,Wholesale,South West,7.1,449922.0,3,0.0659,5.55,2.57,301098.0,60,1,0.642,751,0,0,0.31,256937.0,5.25,4.3,0.6
UKSME-104138,2023-07-15,Healthcare,South East,4.8,3273795.0,22,0.1066,6.29,2.27,173734.0,48,0,,611,0,1,0.726,148199.0,5.25,4.3,0.6
UKSME-104139,2023-05-04,Retail,North West,7.1,3443271.0,24,0.0893,3.91,3.66,23919.0,84,1,0.776,674,0,0,0.114,19584.0,5.25,4.3,0.6
UKSME-104140,2023-06-14,Retail,South East,6.6,548662.0,4,0.0873,5.76,2.48,110470.0,72,0,,743,0,1,0.586,105927.0,5.25,4.3,0.6
UKSME-104141,2022-03-08,Manufacturing,Wales,14.6,101751.0,1,-0.0083,29.23,-0.41,68904.0,60,1,0.543,636,0,0,0.255,64849.0,5.25,4.3,0.6
UKSME-104142,2022-05-31,Manufacturing,London,2.6,380078.0,3,-0.0216,196.65,-0.6,1034349.0,36,0,,678,0,1,0.724,994451.0,5.25,4.3,0.6
UKSME-104143,2022-07-06,Hospitality,West Midlands,3.3,757684.0,4,0.0089,28.84,0.5,84461.0,48,0,,659,0,1,0.854,74921.0,5.25,4.3,0.6
UKSME-104144,2023-07-25,Hospitality,London,1.4,4305043.0,33,0.111,5.09,2.8,104727.0,48,1,0.882,696,0,0,0.253,93714.0,5.25,4.3,0.6
UKSME-104145,2023-11-19,Manufacturing,South East,8.0,6032189.0,67,0.0451,2.2,6.5,89568.0,36,1,0.889,857,0,0,0.209,82096.0,5.25,4.3,0.6
UKSME-104146,2023-01-18,Professional Services,East of England,8.4,2887608.0,36,0.0205,27.31,0.52,13401.0,24,1,0.849,730,0,0,0.26,12621.0,5.25,4.3,0.6
UKSME-104147,2023-08-09,Manufacturing,Wales,12.9,8352532.0,51,0.0292,10.89,1.31,52021.0,120,1,0.705,661,0,1,0.227,43784.0,5.25,4.3,0.6
UKSME-104148,2023-04-16,Real Estate,Scotland,23.1,384559.0,3,0.0519,8.38,1.7,212746.0,24,0,,829,0,1,0.647,201743.0,5.25,4.3,0.6
UKSME-104149,2022-10-12,Hospitality,South East,17.8,1638734.0,11,0.1538,3.02,4.74,28041.0,36,0,,590,15,0,0.482,21350.0,5.25,4.3,0.6
UKSME-104150,2021-05-18,Wholesale,Wales,6.2,1009401.0,11,0.0401,7.37,1.94,182125.0,12,0,,776,0,0,0.717,156801.0,5.25,4.3,0.6
UKSME-104151,2022-07-14,Professional Services,London,7.7,6743368.0,45,0.1538,2.0,7.14,122801.0,36,1,0.689,717,0,0,0.17,94051.0,5.25,4.3,0.6
UKSME-104152,2022-07-15,Professional Services,North West,4.4,2466658.0,19,0.1106,2.99,4.78,111368.0,48,1,0.598,735,0,0,0.163,83553.0,5.25,4.3,0.6
UKSME-104153,2021-03-24,Professional Services,Scotland,12.1,244716.0,2,0.1148,5.34,2.67,59604.0,72,0,,711,0,0,0.645,52505.0,5.25,4.3,0.6
UKSME-104154,2024-02-11,Manufacturing,London,24.2,56044.0,1,0.1429,3.04,4.7,248227.0,36,0,,664,0,0,0.615,186802.0,5.25,4.3,0.6
UKSME-104155,2023-07-30,Real Estate,North West,9.0,2230986.0,12,0.1028,2.34,6.1,226789.0,60,1,0.62,729,0,0,0.254,219351.0,5.25,4.3,0.6
UKSME-104156,2022-09-16,Hospitality,North East,17.8,1650214.0,15,-0.039,800.73,-1.15,6211.0,36,0,,710,0,0,0.503,4663.0,5.25,4.3,0.6
UKSME-104157,2023-10-30,Technology,Yorkshire,18.2,7432818.0,47,0.1582,0.3,47.27,39275.0,48,1,0.609,630,0,0,0.346,35108.0,5.25,4.3,0.6
UKSME-104158,2022-09-08,Real Estate,London,10.2,328053.0,2,0.0971,4.09,3.49,84875.0,60,1,0.263,755,0,0,0.197,73076.0,5.25,4.3,0.6
UKSME-104159,2021-02-24,Transport,Scotland,7.3,239610.0,1,0.1728,0.82,17.35,189330.0,72,1,0.915,796,0,0,0.152,157182.0,5.25,4.3,0.6
UKSME-104160,2021-06-07,Manufacturing,South East,19.4,539617.0,4,0.211,1.39,10.28,35076.0,120,1,0.756,696,5,0,0.165,31562.0,5.25,4.3,0.6
UKSME-104161,2022-11-10,Real Estate,London,8.6,2465046.0,18,0.0378,7.14,2.0,65612.0,60,1,0.685,723,0,1,0.399,51372.0,5.25,4.3,0.6
UKSME-104162,2023-06-13,Construction,West Midlands,14.9,106394.0,1,0.1339,2.25,6.34,54661.0,60,0,,751,0,0,0.926,44231.0,5.25,4.3,0.6
UKSME-104163,2023-05-22,Hospitality,North West,6.3,1381499.0,9,0.0322,19.7,0.73,31672.0,72,1,0.765,786,0,1,0.414,30222.0,5.25,4.3,0.6
UKSME-104164,2023-09-17,Real Estate,North West,13.8,705281.0,3,0.0781,7.49,1.91,196765.0,48,1,0.689,692,0,0,0.228,182539.0,5.25,4.3,0.6
UKSME-104165,2021-08-03,Professional Services,East of England,6.6,546572.0,3,0.009,33.84,0.42,110594.0,60,0,,761,15,0,0.95,86805.0,5.25,4.3,0.6
UKSME-104166,2021-10-29,Construction,South West,10.5,185029.0,1,0.153,1.26,11.35,56406.0,60,1,0.772,505,0,0,0.101,50387.0,5.25,4.3,0.6
UKSME-104167,2021-11-16,Retail,London,19.5,1216497.0,8,0.1839,1.8,7.93,55647.0,60,0,,646,0,0,0.689,51121.0,5.25,4.3,0.6
UKSME-104168,2022-09-07,Manufacturing,South East,15.9,969740.0,12,0.1207,2.4,5.96,92158.0,48,1,0.709,717,0,0,0.259,90343.0,5.25,4.3,0.6
UKSME-104169,2023-03-22,Retail,East Midlands,2.0,2672432.0,23,0.0845,3.75,3.81,94600.0,48,0,,584,0,0,0.541,82431.0,5.25,4.3,0.6
UKSME-104170,2021-11-05,Construction,West Midlands,4.1,2635244.0,15,0.1848,2.72,5.26,193412.0,12,1,0.482,809,0,0,0.313,177783.0,5.25,4.3,0.6
UKSME-104171,2024-02-27,Manufacturing,Wales,22.7,292745.0,1,0.0282,21.97,0.65,30707.0,72,1,0.825,562,0,0,0.153,25750.0,5.25,4.3,0.6
UKSME-104172,2022-04-24,Healthcare,North West,6.1,2360737.0,15,0.1241,1.21,11.83,31336.0,72,1,0.544,678,0,0,0.184,28348.0,5.25,4.3,0.6
UKSME-104173,2024-04-11,Professional Services,London,5.2,1177871.0,9,0.0557,8.4,1.7,21664.0,24,0,,620,0,1,0.805,17856.0,5.25,4.3,0.6
UKSME-104174,2021-04-21,Technology,North East,10.0,453215.0,4,0.197,1.99,7.17,90497.0,120,0,,658,0,0,0.9,78648.0,5.25,4.3,0.6
UKSME-104175,2021-11-30,Real Estate,East Midlands,14.7,5160153.0,32,-0.0172,2454.18,-0.52,166485.0,60,0,,822,0,1,0.548,150543.0,5.25,4.3,0.6
UKSME-104176,2022-07-29,Wholesale,London,4.4,217257.0,1,0.1743,2.64,5.42,242737.0,24,1,0.233,845,0,0,0.352,235937.0,5.25,4.3,0.6
UKSME-104177,2024-01-31,Hospitality,East Midlands,3.3,3706095.0,28,0.2118,2.86,4.99,41375.0,84,1,0.442,641,0,0,0.258,39078.0,5.25,4.3,0.6
UKSME-104178,2021-09-15,Manufacturing,East Midlands,14.1,1255872.0,12,0.1599,1.78,8.02,81442.0,60,0,,768,0,0,0.883,78663.0,5.25,4.3,0.6
UKSME-104179,2023-02-04,Healthcare,London,9.9,1553056.0,20,0.0977,6.65,2.15,27064.0,48,0,,589,0,0,0.716,23734.0,5.25,4.3,0.6
UKSME-104180,2022-12-22,Wholesale,North West,4.6,876678.0,5,0.1851,2.1,6.79,27054.0,84,0,,567,0,0,0.799,23942.0,5.25,4.3,0.6
UKSME-104181,2023-07-23,Healthcare,Yorkshire,15.9,3595488.0,29,0.0603,5.79,2.47,160780.0,36,0,,689,0,0,0.726,133684.0,5.25,4.3,0.6
UKSME-104182,2023-08-10,Hospitality,Yorkshire,8.0,430608.0,3,0.1422,1.67,8.58,94491.0,60,0,,612,0,0,0.557,82158.0,5.25,4.3,0.6
UKSME-104183,2021-02-19,Real Estate,North West,2.5,795742.0,9,0.0708,8.48,1.68,102776.0,48,1,0.99,756,0,1,0.311,93829.0,5.25,4.3,0.6
UKSME-104184,2024-04-21,Professional Services,London,6.2,8408343.0,110,0.1482,2.68,5.34,54489.0,72,0,,737,0,0,0.727,46853.0,5.25,4.3,0.6
UKSME-104185,2021-11-25,Technology,London,6.9,9366278.0,53,0.047,7.55,1.89,45640.0,84,1,0.691,622,0,0,0.205,40356.0,5.25,4.3,0.6
UKSME-104186,2022-08-22,Healthcare,Yorkshire,9.2,1059400.0,6,0.1058,0.79,18.01,47540.0,12,1,0.876,638,0,0,0.277,44364.0,5.25,4.3,0.6
UKSME-104187,2022-12-03,Technology,West Midlands,2.9,627038.0,5,-0.0081,317.05,-0.23,106647.0,72,1,0.622,624,5,0,0.268,93705.0,5.25,4.3,0.6
UKSME-104188,2021-08-07,Professional Services,London,7.9,253046.0,2,0.122,3.04,4.7,23818.0,60,1,0.892,623,0,0,0.293,20570.0,5.25,4.3,0.6
UKSME-104189,2021-04-14,Real Estate,East of England,7.6,4314645.0,44,0.0588,5.24,2.73,21538.0,48,1,0.378,585,0,0,0.254,21457.0,5.25,4.3,0.6
UKSME-104190,2021-12-24,Construction,London,11.6,1197555.0,15,0.0417,8.25,1.73,48452.0,60,1,0.519,649,0,1,0.307,37259.0,5.25,4.3,0.6
UKSME-104191,2022-03-03,Technology,South West,5.9,646646.0,4,0.0439,2.55,5.6,12772.0,84,1,0.574,490,15,0,0.192,12362.0,5.25,4.3,0.6
UKSME-104192,2022-02-20,Real Estate,East of England,5.0,1592615.0,12,0.1334,1.5,9.55,11734.0,48,1,0.895,763,65,0,0.468,9393.0,5.25,4.3,0.6
UKSME-104193,2024-03-01,Wholesale,South West,12.2,303972.0,2,0.1555,0.06,47.28,286959.0,84,1,0.604,702,0,0,0.368,255464.0,5.25,4.3,0.6
UKSME-104194,2022-01-18,Construction,East Midlands,8.7,995299.0,7,-0.0586,9.95,-58.36,33107.0,48,1,0.48,656,0,0,0.29,29630.0,5.25,4.3,0.6
UKSME-104195,2022-06-09,Hospitality,South West,3.8,3667051.0,30,0.0269,8.86,1.61,35773.0,84,0,,656,5,0,0.862,31218.0,5.25,4.3,0.6
UKSME-104196,2022-06-14,Manufacturing,South East,5.7,2892524.0,24,0.159,1.77,8.09,268483.0,36,1,0.912,655,65,1,0.261,217846.0,5.25,4.3,0.6
UKSME-104197,2021-05-06,Real Estate,South East,12.1,449790.0,4,0.1461,2.5,5.72,89129.0,36,0,,802,5,0,0.62,87346.0,5.25,4.3,0.6
UKSME-104198,2022-02-07,Real Estate,London,12.0,7992020.0,69,0.1292,3.7,3.86,450921.0,36,1,0.717,690,0,0,0.377,338673.0,5.25,4.3,0.6
UKSME-104199,2021-02-06,Construction,North West,9.6,205298.0,1,0.0398,9.64,1.48,31712.0,48,1,0.488,518,0,1,0.313,31512.0,5.25,4.3,0.6
UKSME-104200,2022-04-30,Real Estate,East Midlands,3.5,495561.0,6,0.0782,4.28,3.34,20852.0,36,1,0.665,656,5,0,0.192,16650.0,5.25,4.3,0.6
UKSME-104201,2023-10-07,Retail,East Midlands,3.5,331274.0,4,0.1151,3.89,3.67,68534.0,84,0,,722,5,0,0.7,63624.0,5.25,4.3,0.6
UKSME-104202,2021-02-08,Professional Services,East Midlands,4.3,276558.0,2,0.0653,0.85,16.72,473263.0,36,0,,694,0,0,0.742,394346.0,5.25,4.3,0.6
UKSME-104203,2023-07-09,Transport,Scotland,7.3,801154.0,8,0.0203,10.36,1.38,52640.0,60,0,,859,0,1,0.568,44424.0,5.25,4.3,0.6
UKSME-104204,2023-06-20,Construction,Yorkshire,9.3,3002148.0,19,0.0482,0.21,68.84,138254.0,36,1,0.64,776,0,0,0.193,115262.0,5.25,4.3,0.6
UKSME-104205,2022-11-05,Healthcare,South East,6.5,2230738.0,16,0.0037,145.94,0.1,9115.0,24,0,,727,0,1,0.612,7683.0,5.25,4.3,0.6
UKSME-104206,2021-11-06,Manufacturing,South East,7.3,549689.0,4,0.0038,43.46,0.33,29084.0,120,0,,690,0,1,0.53,26373.0,5.25,4.3,0.6
UKSME-104207,2023-10-23,Transport,South East,8.0,1012457.0,12,0.1245,1.65,8.66,64194.0,48,0,,589,0,1,0.652,60731.0,5.25,4.3,0.6
UKSME-104208,2022-02-11,Real Estate,South East,3.6,946584.0,5,0.0623,3.11,4.59,175302.0,60,1,0.755,628,0,0,0.213,137327.0,5.25,4.3,0.6
UKSME-104209,2021-04-30,Hospitality,West Midlands,4.7,2551864.0,27,0.07,7.55,1.89,8129.0,48,0,,603,0,0,0.546,7795.0,5.25,4.3,0.6
UKSME-104210,2022-09-07,Healthcare,Yorkshire,17.5,3248198.0,18,0.1401,3.97,3.6,45997.0,48,0,,820,0,0,0.67,45836.0,5.25,4.3,0.6
UKSME-104211,2021-09-13,Wholesale,South West,1.4,626161.0,4,0.1139,0.98,14.62,280138.0,48,1,0.617,604,15,0,0.249,259245.0,5.25,4.3,0.6
UKSME-104212,2022-01-23,Wholesale,East Midlands,44.1,2356415.0,28,0.1121,1.0,14.35,78399.0,48,0,,703,0,0,0.83,66781.0,5.25,4.3,0.6
UKSME-104213,2023-08-21,Manufacturing,East of England,10.0,767009.0,6,0.118,5.29,2.7,122196.0,72,1,0.674,682,0,0,0.352,103587.0,5.25,4.3,0.6
UKSME-104214,2021-08-21,Construction,South East,14.4,1853645.0,13,0.1493,1.26,11.31,97564.0,48,1,0.734,685,0,0,0.383,95455.0,5.25,4.3,0.6
UKSME-104215,2023-02-24,Construction,South West,10.1,698677.0,6,0.1187,2.11,6.78,42761.0,48,1,0.407,646,0,0,0.188,41069.0,5.25,4.3,0.6
UKSME-104216,2024-02-20,Retail,Scotland,6.0,2526410.0,16,0.0948,1.17,12.18,36241.0,48,0,,691,5,0,0.55,36167.0,5.25,4.3,0.6
UKSME-104217,2021-07-12,Hospitality,South East,7.5,706699.0,7,0.1336,0.75,19.17,202857.0,60,1,0.643,737,0,0,0.266,189716.0,5.25,4.3,0.6
UKSME-104218,2023-07-22,Construction,West Midlands,6.0,836907.0,7,0.0945,7.46,1.91,62663.0,12,1,0.498,654,35,1,0.231,52168.0,5.25,4.3,0.6
UKSME-104219,2021-07-22,Real Estate,South East,5.1,239252.0,2,0.2476,2.2,6.49,127776.0,72,0,,840,15,0,0.712,123082.0,5.25,4.3,0.6
UKSME-104220,2022-10-28,Professional Services,East of England,5.8,500588.0,4,0.0779,4.12,3.47,561443.0,84,1,0.79,645,0,0,0.208,468507.0,5.25,4.3,0.6
UKSME-104221,2023-08-17,Retail,Scotland,6.4,1417462.0,10,0.0823,2.49,5.74,45199.0,24,1,0.6,738,0,0,0.186,35057.0,5.25,4.3,0.6
UKSME-104222,2022-07-11,Healthcare,South West,6.3,1501886.0,10,0.1219,4.41,3.24,49955.0,60,0,,651,5,0,0.713,47671.0,5.25,4.3,0.6
UKSME-104223,2024-03-25,Technology,Yorkshire,1.0,2868099.0,19,-0.0003,1765.52,-0.01,41956.0,60,1,0.892,781,0,1,0.333,37885.0,5.25,4.3,0.6
UKSME-104224,2022-04-21,Transport,London,12.3,900047.0,6,0.1188,0.08,106.91,17831.0,60,1,0.383,703,0,0,0.327,16260.0,5.25,4.3,0.6
UKSME-104225,2021-12-29,Real Estate,South West,7.1,889908.0,6,0.0954,5.08,2.81,219738.0,36,0,,576,0,0,0.301,182289.0,5.25,4.3,0.6
UKSME-104226,2023-03-01,Retail,South East,17.8,4314984.0,42,0.0785,6.87,2.08,210400.0,48,0,,657,0,1,0.757,158671.0,5.25,4.3,0.6
UKSME-104227,2022-06-07,Technology,East Midlands,10.3,749238.0,10,0.0999,1.73,8.28,203238.0,60,1,0.532,535,35,0,0.323,181172.0,5.25,4.3,0.6
UKSME-104228,2024-05-10,Retail,East of England,12.3,2619256.0,20,0.0843,2.84,5.04,154352.0,24,1,0.809,705,0,0,0.367,145209.0,5.25,4.3,0.6
UKSME-104229,2022-07-23,Retail,West Midlands,10.6,224986.0,1,0.1112,5.63,2.54,78125.0,24,0,,587,5,1,0.762,75957.0,5.25,4.3,0.6
UKSME-104230,2022-08-11,Healthcare,Scotland,4.6,5694408.0,67,0.0496,9.96,1.43,181027.0,60,0,,724,0,0,0.828,178087.0,5.25,4.3,0.6
UKSME-104231,2022-06-24,Real Estate,London,12.9,952060.0,13,0.0455,11.65,1.23,258030.0,60,0,,773,0,1,0.617,245144.0,5.25,4.3,0.6
UKSME-104232,2021-04-26,Professional Services,East Midlands,7.3,395169.0,3,0.1799,1.72,8.28,73796.0,36,0,,803,0,0,0.581,63382.0,5.25,4.3,0.6
UKSME-104233,2021-01-28,Transport,Scotland,9.2,300786.0,3,0.0353,5.59,2.55,68363.0,72,0,,772,0,0,0.629,56639.0,5.25,4.3,0.6
UKSME-104234,2024-06-24,Hospitality,Yorkshire,4.9,2343936.0,21,0.126,2.78,5.14,37469.0,36,1,0.637,577,0,0,0.373,31059.0,5.25,4.3,0.6
UKSME-104235,2023-04-19,Retail,London,10.5,91321.0,1,0.0412,10.85,1.32,169160.0,48,0,,609,0,1,0.318,149276.0,5.25,4.3,0.6
UKSME-104236,2021-11-11,Technology,East of England,6.4,826007.0,10,0.1376,2.33,6.14,47891.0,60,1,0.874,726,5,0,0.212,39600.0,5.25,4.3,0.6
UKSME-104237,2023-06-03,Professional Services,London,1.4,535937.0,5,0.1141,2.73,5.23,107381.0,84,0,,609,0,0,0.581,95006.0,5.25,4.3,0.6
UKSME-104238,2022-02-19,Wholesale,South West,6.6,457291.0,4,0.0401,17.76,0.8,84866.0,12,0,,566,0,0,0.482,79449.0,5.25,4.3,0.6
UKSME-104239,2023-12-28,Technology,North West,4.3,3175493.0,29,0.0436,0.23,62.26,109413.0,36,0,,793,0,0,0.54,83911.0,5.25,4.3,0.6
UKSME-104240,2023-06-11,Manufacturing,London,13.8,114088.0,1,-0.0049,19.48,-0.41,17447.0,48,0,,861,0,0,0.705,15223.0,5.25,4.3,0.6
UKSME-104241,2024-06-17,Professional Services,South West,6.8,542972.0,4,0.0596,3.85,3.71,140591.0,24,1,0.694,671,0,0,0.295,128561.0,5.25,4.3,0.6
UKSME-104242,2022-10-29,Professional Services,North East,9.5,1377693.0,8,0.2067,1.4,10.18,37486.0,36,0,,611,0,0,0.686,36614.0,5.25,4.3,0.6
UKSME-104243,2023-10-12,Construction,East Midlands,12.7,279605.0,2,0.0313,5.71,2.5,113626.0,36,0,,646,0,0,0.645,107610.0,5.25,4.3,0.6
UKSME-104244,2022-02-17,Construction,West Midlands,11.0,1510600.0,12,0.0363,12.63,1.13,309032.0,36,0,,799,0,0,0.645,279918.0,5.25,4.3,0.6
UKSME-104245,2023-10-28,Construction,West Midlands,6.8,576547.0,3,0.1661,1.8,7.95,90609.0,120,0,,703,5,0,0.688,84945.0,5.25,4.3,0.6
UKSME-104246,2023-08-30,Wholesale,East Midlands,25.2,4637341.0,28,0.135,1.71,8.34,186378.0,72,1,0.579,734,0,0,0.158,157502.0,5.25,4.3,0.6
UKSME-104247,2021-07-01,Construction,South East,19.1,6039159.0,38,0.0694,7.89,1.81,193299.0,36,0,,779,0,0,0.652,149312.0,5.25,4.3,0.6
UKSME-104248,2022-09-12,Transport,South West,7.7,741615.0,6,0.1371,2.73,5.23,18515.0,60,0,,593,0,0,0.511,16922.0,5.25,4.3,0.6
UKSME-104249,2022-01-04,Construction,South East,20.6,4537180.0,26,0.0892,5.04,2.84,265831.0,72,1,0.611,753,0,0,0.345,237277.0,5.25,4.3,0.6
UKSME-104250,2021-02-06,Professional Services,London,6.0,251064.0,1,0.2304,0.83,17.3,44934.0,60,1,0.771,706,0,0,0.106,43100.0,5.25,4.3,0.6
UKSME-104251,2022-02-19,Healthcare,South West,5.6,832041.0,5,0.1823,1.5,9.5,375379.0,72,0,,620,0,0,0.543,298468.0,5.25,4.3,0.6
UKSME-104252,2024-03-21,Retail,West Midlands,17.3,4164501.0,33,0.044,10.51,1.36,66083.0,48,0,,623,0,0,0.334,65526.0,5.25,4.3,0.6
UKSME-104253,2021-10-07,Retail,North West,6.4,1063345.0,7,0.0647,3.11,4.59,452396.0,72,1,0.971,854,0,1,0.303,437412.0,5.25,4.3,0.6
UKSME-104254,2022-07-18,Wholesale,Scotland,19.0,968175.0,8,0.1132,4.57,3.13,71019.0,60,1,0.53,568,35,0,0.129,67782.0,5.25,4.3,0.6
UKSME-104255,2021-04-02,Manufacturing,North West,6.2,256199.0,3,0.0635,3.81,3.75,54602.0,60,1,0.715,579,0,0,0.178,47037.0,5.25,4.3,0.6
UKSME-104256,2021-05-15,Wholesale,London,26.7,1826668.0,10,0.1507,4.39,3.25,61023.0,36,0,,712,0,0,0.534,50791.0,5.25,4.3,0.6
UKSME-104257,2024-03-08,Hospitality,North East,6.6,206935.0,2,0.1199,1.7,8.41,174546.0,12,0,,489,15,0,0.678,167944.0,5.25,4.3,0.6
UKSME-104258,2021-10-02,Technology,East of England,20.0,3904423.0,22,0.0324,6.44,2.22,21648.0,36,1,0.792,584,0,0,0.473,18362.0,5.25,4.3,0.6
UKSME-104259,2024-06-04,Wholesale,London,7.3,735192.0,6,0.132,1.27,11.28,20017.0,36,0,,685,0,0,0.944,17662.0,5.25,4.3,0.6
UKSME-104260,2021-07-03,Healthcare,Wales,8.2,479992.0,6,0.1175,1.63,8.75,65497.0,48,0,,626,35,0,0.576,54351.0,5.25,4.3,0.6
UKSME-104261,2022-09-29,Real Estate,West Midlands,9.2,797963.0,4,0.1146,0.94,15.21,45845.0,60,1,0.659,587,0,0,0.305,41472.0,5.25,4.3,0.6
UKSME-104262,2021-12-08,Transport,London,4.9,333992.0,2,0.1261,2.99,4.77,58437.0,48,1,0.426,548,0,0,0.269,53202.0,5.25,4.3,0.6
UKSME-104263,2023-12-22,Hospitality,North West,8.5,1172442.0,8,0.0166,14.45,0.99,257368.0,84,1,0.792,733,0,1,0.233,194362.0,5.25,4.3,0.6
UKSME-104264,2022-11-25,Professional Services,London,12.1,1033400.0,5,0.2056,0.05,212.5,68469.0,12,0,,805,0,0,0.622,53789.0,5.25,4.3,0.6
UKSME-104265,2023-09-12,Wholesale,London,6.1,954386.0,7,0.1741,1.73,8.28,35018.0,120,0,,687,0,0,0.512,31956.0,5.25,4.3,0.6
UKSME-104266,2021-07-12,Transport,North East,10.0,964956.0,9,0.1213,3.82,3.74,29712.0,12,0,,609,0,0,0.731,28542.0,5.25,4.3,0.6
UKSME-104267,2023-05-02,Manufacturing,South West,8.6,9734500.0,70,0.1351,0.44,32.38,32201.0,36,0,,604,0,0,0.568,31034.0,5.25,4.3,0.6
UKSME-104268,2022-05-30,Retail,North East,7.6,1507755.0,18,0.1074,0.18,80.38,70956.0,36,1,0.529,683,0,0,0.235,58124.0,5.25,4.3,0.6
UKSME-104269,2022-08-08,Healthcare,London,12.7,1037922.0,10,0.1017,6.78,2.11,82318.0,36,1,0.559,816,0,1,0.099,78453.0,5.25,4.3,0.6
UKSME-104270,2024-06-05,Hospitality,London,8.1,576357.0,4,0.1316,1.71,8.36,28211.0,48,1,0.663,559,35,1,0.278,23204.0,5.25,4.3,0.6
UKSME-104271,2022-03-23,Professional Services,North West,8.4,387686.0,3,0.2426,1.44,9.95,13444.0,12,1,0.533,682,0,0,0.306,12096.0,5.25,4.3,0.6
UKSME-104272,2021-10-30,Technology,Scotland,3.1,714003.0,6,0.1563,0.06,111.57,327147.0,36,0,,713,0,0,0.714,267814.0,5.25,4.3,0.6
UKSME-104273,2021-02-21,Wholesale,South West,11.0,252453.0,2,0.0348,15.22,0.94,66885.0,12,0,,699,0,0,0.377,62884.0,5.25,4.3,0.6
UKSME-104274,2021-03-18,Hospitality,Wales,8.1,1062307.0,9,0.0589,6.23,2.29,52783.0,36,1,0.62,653,0,0,0.311,52152.0,5.25,4.3,0.6
UKSME-104275,2023-11-23,Transport,West Midlands,3.2,978422.0,13,-0.0341,156.12,-3.05,59374.0,72,1,0.512,760,0,1,0.205,58787.0,5.25,4.3,0.6
UKSME-104276,2022-10-03,Real Estate,Wales,5.0,1140873.0,8,0.1709,2.78,5.13,107387.0,24,0,,619,0,1,0.664,83352.0,5.25,4.3,0.6
UKSME-104277,2022-08-20,Healthcare,West Midlands,4.2,1071482.0,7,0.0784,2.36,6.06,79490.0,84,0,,761,0,0,0.449,77958.0,5.25,4.3,0.6
UKSME-104278,2023-08-19,Real Estate,West Midlands,3.5,3052174.0,30,0.1286,4.66,3.06,126835.0,48,1,0.847,674,0,0,0.116,116566.0,5.25,4.3,0.6
UKSME-104279,2022-07-11,Hospitality,South East,13.4,1275314.0,11,0.1608,2.42,5.91,100281.0,48,1,0.43,608,0,0,0.295,82464.0,5.25,4.3,0.6
UKSME-104280,2022-10-15,Real Estate,West Midlands,8.0,2800694.0,18,0.1053,2.25,6.36,441832.0,24,0,,817,0,0,0.532,394731.0,5.25,4.3,0.6
UKSME-104281,2021-11-17,Technology,Wales,14.6,8527145.0,71,0.0722,5.93,2.41,47278.0,84,1,0.371,576,0,0,0.213,37737.0,5.25,4.3,0.6
